"business_id","chn_date"
"4J06--ty2Ydj1---IsArLw","2014-03-27"
"4J06--ty2Ydj1---IsArLw","2014-03-28"
"4J06--ty2Ydj1---IsArLw","2014-03-28"
"4J06--ty2Ydj1---IsArLw","2014-03-31"
"4J06--ty2Ydj1---IsArLw","2014-04-03"
"4J06--ty2Ydj1---IsArLw","2014-04-04"
"4J06--ty2Ydj1---IsArLw","2014-04-04"
"4J06--ty2Ydj1---IsArLw","2014-04-04"
"4J06--ty2Ydj1---IsArLw","2014-04-05"
"4J06--ty2Ydj1---IsArLw","2014-04-05"
"4J06--ty2Ydj1---IsArLw","2014-04-05"
"4J06--ty2Ydj1---IsArLw","2014-04-06"
"4J06--ty2Ydj1---IsArLw","2014-04-06"
"4J06--ty2Ydj1---IsArLw","2014-04-06"
"4J06--ty2Ydj1---IsArLw","2014-04-10"
"4J06--ty2Ydj1---IsArLw","2014-04-11"
"4J06--ty2Ydj1---IsArLw","2014-04-12"
"4J06--ty2Ydj1---IsArLw","2014-04-12"
"4J06--ty2Ydj1---IsArLw","2014-04-12"
"4J06--ty2Ydj1---IsArLw","2014-04-12"
"4J06--ty2Ydj1---IsArLw","2014-04-13"
"4J06--ty2Ydj1---IsArLw","2014-04-13"
"4J06--ty2Ydj1---IsArLw","2014-04-14"
"4J06--ty2Ydj1---IsArLw","2014-04-15"
"4J06--ty2Ydj1---IsArLw","2014-04-16"
"4J06--ty2Ydj1---IsArLw","2014-04-16"
"4J06--ty2Ydj1---IsArLw","2014-04-19"
"4J06--ty2Ydj1---IsArLw","2014-04-20"
"4J06--ty2Ydj1---IsArLw","2014-04-20"
"4J06--ty2Ydj1---IsArLw","2014-04-22"
"4J06--ty2Ydj1---IsArLw","2014-04-22"
"4J06--ty2Ydj1---IsArLw","2014-04-25"
"4J06--ty2Ydj1---IsArLw","2014-04-26"
"4J06--ty2Ydj1---IsArLw","2014-04-26"
"4J06--ty2Ydj1---IsArLw","2014-04-26"
"4J06--ty2Ydj1---IsArLw","2014-04-27"
"4J06--ty2Ydj1---IsArLw","2014-04-30"
"4J06--ty2Ydj1---IsArLw","2014-05-01"
"4J06--ty2Ydj1---IsArLw","2014-05-03"
"4J06--ty2Ydj1---IsArLw","2014-05-04"
"4J06--ty2Ydj1---IsArLw","2014-05-04"
"4J06--ty2Ydj1---IsArLw","2014-05-04"
"4J06--ty2Ydj1---IsArLw","2014-05-04"
"4J06--ty2Ydj1---IsArLw","2014-05-04"
"4J06--ty2Ydj1---IsArLw","2014-05-05"
"4J06--ty2Ydj1---IsArLw","2014-05-05"
"4J06--ty2Ydj1---IsArLw","2014-05-05"
"4J06--ty2Ydj1---IsArLw","2014-05-05"
"4J06--ty2Ydj1---IsArLw","2014-05-05"
"4J06--ty2Ydj1---IsArLw","2014-05-07"
"4J06--ty2Ydj1---IsArLw","2014-05-09"
"4J06--ty2Ydj1---IsArLw","2014-05-09"
"4J06--ty2Ydj1---IsArLw","2014-05-09"
"4J06--ty2Ydj1---IsArLw","2014-05-10"
"4J06--ty2Ydj1---IsArLw","2014-05-10"
"4J06--ty2Ydj1---IsArLw","2014-05-11"
"4J06--ty2Ydj1---IsArLw","2014-05-11"
"4J06--ty2Ydj1---IsArLw","2014-05-11"
"4J06--ty2Ydj1---IsArLw","2014-05-12"
"4J06--ty2Ydj1---IsArLw","2014-05-14"
"4J06--ty2Ydj1---IsArLw","2014-05-14"
"4J06--ty2Ydj1---IsArLw","2014-05-16"
"4J06--ty2Ydj1---IsArLw","2014-05-17"
"4J06--ty2Ydj1---IsArLw","2014-05-17"
"4J06--ty2Ydj1---IsArLw","2014-05-20"
"Hd6U8p2-9k5CWY1ScrYong","2014-08-31"
"Hd6U8p2-9k5CWY1ScrYong","2014-11-11"
"Hd6U8p2-9k5CWY1ScrYong","2015-01-10"
"Hd6U8p2-9k5CWY1ScrYong","2015-03-23"
"Hd6U8p2-9k5CWY1ScrYong","2015-04-08"
"Hd6U8p2-9k5CWY1ScrYong","2015-04-10"
"Hd6U8p2-9k5CWY1ScrYong","2015-07-18"
"Hd6U8p2-9k5CWY1ScrYong","2015-12-04"
"Hd6U8p2-9k5CWY1ScrYong","2015-12-20"
"Hd6U8p2-9k5CWY1ScrYong","2016-06-06"
"Hd6U8p2-9k5CWY1ScrYong","2016-10-01"
"Hd6U8p2-9k5CWY1ScrYong","2017-01-13"
"Hd6U8p2-9k5CWY1ScrYong","2018-10-07"
"Hd6U8p2-9k5CWY1ScrYong","2020-08-10"
"EY21LIzWfGgzbJWBfe9l2Q","2013-05-11"
"EY21LIzWfGgzbJWBfe9l2Q","2013-05-12"
"EY21LIzWfGgzbJWBfe9l2Q","2013-05-26"
"EY21LIzWfGgzbJWBfe9l2Q","2013-06-04"
"EY21LIzWfGgzbJWBfe9l2Q","2013-06-15"
"EY21LIzWfGgzbJWBfe9l2Q","2013-06-16"
"EY21LIzWfGgzbJWBfe9l2Q","2013-08-15"
"EY21LIzWfGgzbJWBfe9l2Q","2013-08-16"
"EY21LIzWfGgzbJWBfe9l2Q","2013-11-28"
"EY21LIzWfGgzbJWBfe9l2Q","2013-12-07"
"EY21LIzWfGgzbJWBfe9l2Q","2014-01-04"
"EY21LIzWfGgzbJWBfe9l2Q","2014-03-19"
"EY21LIzWfGgzbJWBfe9l2Q","2014-03-21"
"EY21LIzWfGgzbJWBfe9l2Q","2014-07-09"
"EY21LIzWfGgzbJWBfe9l2Q","2014-08-09"
"EY21LIzWfGgzbJWBfe9l2Q","2014-09-19"
"EY21LIzWfGgzbJWBfe9l2Q","2015-02-28"
"EY21LIzWfGgzbJWBfe9l2Q","2015-05-12"
"EY21LIzWfGgzbJWBfe9l2Q","2015-08-02"
"EY21LIzWfGgzbJWBfe9l2Q","2015-09-18"
"EY21LIzWfGgzbJWBfe9l2Q","2015-10-21"
"EY21LIzWfGgzbJWBfe9l2Q","2015-10-23"
"EY21LIzWfGgzbJWBfe9l2Q","2015-11-14"
"EY21LIzWfGgzbJWBfe9l2Q","2015-12-26"
"EY21LIzWfGgzbJWBfe9l2Q","2015-12-29"
"EY21LIzWfGgzbJWBfe9l2Q","2016-01-02"
"EY21LIzWfGgzbJWBfe9l2Q","2016-02-27"
"EY21LIzWfGgzbJWBfe9l2Q","2016-03-12"
"EY21LIzWfGgzbJWBfe9l2Q","2016-04-27"
"EY21LIzWfGgzbJWBfe9l2Q","2016-07-22"
"EY21LIzWfGgzbJWBfe9l2Q","2016-07-23"
"EY21LIzWfGgzbJWBfe9l2Q","2016-07-27"
"EY21LIzWfGgzbJWBfe9l2Q","2016-11-23"
"EY21LIzWfGgzbJWBfe9l2Q","2016-12-28"
"EY21LIzWfGgzbJWBfe9l2Q","2017-02-18"
"EY21LIzWfGgzbJWBfe9l2Q","2017-04-10"
"EY21LIzWfGgzbJWBfe9l2Q","2017-05-04"
"EY21LIzWfGgzbJWBfe9l2Q","2017-12-31"
"EY21LIzWfGgzbJWBfe9l2Q","2018-03-30"
"EY21LIzWfGgzbJWBfe9l2Q","2018-07-04"
"EY21LIzWfGgzbJWBfe9l2Q","2018-09-01"
"EY21LIzWfGgzbJWBfe9l2Q","2018-09-27"
"EY21LIzWfGgzbJWBfe9l2Q","2018-10-11"
"EY21LIzWfGgzbJWBfe9l2Q","2018-10-19"
"EY21LIzWfGgzbJWBfe9l2Q","2019-02-09"
"EY21LIzWfGgzbJWBfe9l2Q","2019-08-13"
"EY21LIzWfGgzbJWBfe9l2Q","2019-08-23"
"EY21LIzWfGgzbJWBfe9l2Q","2019-09-02"
"EY21LIzWfGgzbJWBfe9l2Q","2019-09-02"
"EY21LIzWfGgzbJWBfe9l2Q","2019-09-30"
"EY21LIzWfGgzbJWBfe9l2Q","2019-10-16"
"EY21LIzWfGgzbJWBfe9l2Q","2019-11-21"
"EY21LIzWfGgzbJWBfe9l2Q","2019-12-02"
"EY21LIzWfGgzbJWBfe9l2Q","2019-12-06"
"EY21LIzWfGgzbJWBfe9l2Q","2019-12-09"
"EY21LIzWfGgzbJWBfe9l2Q","2019-12-23"
"EY21LIzWfGgzbJWBfe9l2Q","2019-12-31"
"EY21LIzWfGgzbJWBfe9l2Q","2020-02-25"
"EY21LIzWfGgzbJWBfe9l2Q","2020-02-27"
"EY21LIzWfGgzbJWBfe9l2Q","2020-02-27"
"EY21LIzWfGgzbJWBfe9l2Q","2020-08-17"
"EY21LIzWfGgzbJWBfe9l2Q","2021-07-23"
"EY21LIzWfGgzbJWBfe9l2Q","2021-10-22"
"EYc-VtaD12M38OBnqFS32g","2012-02-22"
"EYc-VtaD12M38OBnqFS32g","2012-03-21"
"EYc-VtaD12M38OBnqFS32g","2012-07-04"
"EYc-VtaD12M38OBnqFS32g","2012-08-23"
"EYc-VtaD12M38OBnqFS32g","2013-02-23"
"EYc-VtaD12M38OBnqFS32g","2013-03-30"
"EYc-VtaD12M38OBnqFS32g","2013-05-23"
"EYc-VtaD12M38OBnqFS32g","2013-06-02"
"EYc-VtaD12M38OBnqFS32g","2013-07-25"
"EYc-VtaD12M38OBnqFS32g","2013-09-07"
"EYc-VtaD12M38OBnqFS32g","2015-05-04"
"EYc-VtaD12M38OBnqFS32g","2015-06-17"
"EYc-VtaD12M38OBnqFS32g","2015-07-06"
"EYc-VtaD12M38OBnqFS32g","2015-09-02"
"EYc-VtaD12M38OBnqFS32g","2016-06-12"
"EYc-VtaD12M38OBnqFS32g","2016-06-20"
"EYc-VtaD12M38OBnqFS32g","2017-05-16"
"EYc-VtaD12M38OBnqFS32g","2017-05-17"
"EYc-VtaD12M38OBnqFS32g","2018-06-29"
"EYc-VtaD12M38OBnqFS32g","2019-04-24"
"EYc-VtaD12M38OBnqFS32g","2019-12-27"
"EYc-VtaD12M38OBnqFS32g","2020-11-29"
"EYc-VtaD12M38OBnqFS32g","2021-07-20"
"EylVXUFlkCndr9DlGWb2yA","2014-11-08"
"EylVXUFlkCndr9DlGWb2yA","2015-03-19"
"EylVXUFlkCndr9DlGWb2yA","2015-08-29"
"EylVXUFlkCndr9DlGWb2yA","2015-11-12"
"EylVXUFlkCndr9DlGWb2yA","2018-02-17"
"EylVXUFlkCndr9DlGWb2yA","2018-04-28"
"EylVXUFlkCndr9DlGWb2yA","2018-09-20"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-10-21"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-10-21"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-10-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-10-29"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-11-12"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-11-27"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-11-30"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-12-06"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-12-08"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-12-15"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-12-19"
"EzrG51vVwwaIrFt8Q5o2Gg","2016-12-30"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-01-03"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-01-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-01-13"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-01-19"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-01-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-01-31"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-02-09"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-02-13"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-02-13"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-02-27"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-03-16"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-03-20"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-03-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-03-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-02"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-08"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-10"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-17"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-27"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-04-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-05-12"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-05-15"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-05-15"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-05-16"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-05-17"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-10"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-15"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-20"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-06-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-07-19"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-07-30"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-07-31"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-08-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-08-11"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-08-20"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-08-20"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-08-26"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-08-31"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-09-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-09-09"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-10-13"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-10-18"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-10-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-10-24"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-10-26"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-10-30"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-11-02"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-11-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-11-05"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-11-06"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-11-07"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-11-27"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-12-02"
"EzrG51vVwwaIrFt8Q5o2Gg","2017-12-29"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-01-11"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-01-20"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-01-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-01-29"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-01-31"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-02-05"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-02-09"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-02-10"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-02-23"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-03-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-03-06"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-03-14"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-03-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-03-31"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-04-15"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-04-30"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-05-11"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-05-25"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-05-29"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-06-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-06-21"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-06-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-06-24"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-07-16"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-08-23"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-09-03"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-09-10"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-09-23"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-09-24"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-09-30"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-10-11"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-10-16"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-10-18"
"EzrG51vVwwaIrFt8Q5o2Gg","2018-10-21"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-02-11"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-02-25"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-02-25"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-03-16"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-03-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-05-02"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-05-05"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-05-19"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-05-31"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-06-01"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-06-04"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-06-11"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-06-12"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-06-18"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-06-28"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-08-01"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-09-13"
"EzrG51vVwwaIrFt8Q5o2Gg","2019-10-21"
"EzrG51vVwwaIrFt8Q5o2Gg","2020-01-22"
"EzrG51vVwwaIrFt8Q5o2Gg","2021-07-07"
"EzrG51vVwwaIrFt8Q5o2Gg","2021-12-24"
"FibcT_HHPxko0J3TtMsemw","2012-11-06"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-23"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-26"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-27"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-27"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-27"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-27"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-28"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-28"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-28"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-29"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-30"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-30"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-30"
"BxfvdHqETU8jWYUjx5OL2A","2012-06-30"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-01"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-02"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-02"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-02"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-02"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-02"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-03"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-03"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-03"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-03"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-04"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-04"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-04"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-04"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-04"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-04"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-05"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-05"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-05"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-05"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-05"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-05"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-06"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-06"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-06"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-06"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-06"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-07"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-08"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-08"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-08"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-08"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-08"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-08"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-09"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-09"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-09"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-09"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-10"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-10"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-10"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-10"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-10"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-11"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-11"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-11"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-12"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-13"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-13"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-13"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-13"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-14"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-15"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-15"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-15"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-15"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-15"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-17"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-17"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-18"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-19"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-20"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-21"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-22"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-23"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-23"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-23"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-24"
"BxfvdHqETU8jWYUjx5OL2A","2012-07-24"
